order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
15,157,Mary Jane,222,Dresses,Clothing,Wallet,47,7337,2021-01-19 04:52:10,India,Bengaluru,www.ebay.in,48274,Y,
16,139,John Smith,240,Paper Clips,Stationery,Internet Banking,37,8241,2021-06-24 08:42:08,UK,Manchester,www.amazon.com,55250,N,Invalid CVV
17,150,John Smith,202,Scissors,Stationery,Internet Banking,37,390635,2021-12-06 10:14:14,India,Indore,www.amazon.com,54373,N,Invalid CVV
18,166,Neo,274,Coats,Clothing,Wallet,38,7296,2021-04-25 05:09:29,UK,Manchester,www.ebay.in,26861,Y,
19,195,Trinity,216,Eraser,Stationery,UPI,11,768907,2021-12-28 11:10:21,Australia,Melbourne,www.tatacliq.com,19159,Y,
20,192,Mary Jane,292,Camera,Electronics,Wallet,7,991,2021-09-05 21:16:20,Australia,Melbourne,www.amazon.com,83332,N,Insufficient Funds
21,166,Mary Jane,288,Sticky Notes,Stationery,Internet Banking,37,9367,2021-07-23 14:03:45,UK,Oxford,www.ebay.in,12875,Y,
22,143,Neo,285,Fitness Tracker,Electronics,Invalid,9,8721,2021-08-22 06:46:38,Germany,Berlin,www.tatacliq.com,37999,Y,
23,121,John Smith,294,Plates,Home & Kitchen,Wallet,13,9288,2021-09-15 11:15:30,USA,New York,www.tatacliq.com,79586,Y,
24,147,Neo,225,Tablet,Electronics,Card,17,433217,2021-06-25 07:19:43,Australia,Melbourne,www.tatacliq.com,55395,N,Insufficient Funds
25,119,Trinity,258,Comics,Books,Invalid,5,2086,2021-10-15 13:46:21,USA,Boston,www.amazon.com,13983,Y,
26,173,Trinity,286,Plates,Home & Kitchen,UPI,10,7277,2021-10-15 01:55:07,UK,Oxford,www.flipkart.com,13181,Y,
27,147,Joe Smith,270,Air Fryer,Home & Kitchen,Wallet,7,7344,2021-12-25 13:09:53,Germany,Munich,www.tatacliq.com,30101,Y,
28,154,Neo,249,Cutlery,Home & Kitchen,Internet Banking,41,8693,2021-08-22 19:01:09,India,Bengaluru,www.tatacliq.com,43511,Y,
29,174,Trinity,252,Children's Books,Books,UPI,31,1348,2021-01-14 07:23:18,USA,Boston,www.ebay.in,96715,N,Invalid CVV
30,174,Mary Jane,233,Calculator,Stationery,UPI,38,8478,2021-07-16 02:30:55,UK,London,www.flipkart.com,54870,Y,
31,153,Joe Smith,291,Mystery,Books,UPI,31,5495,2021-05-05 10:22:16,Germany,Munich,www.flipkart.com,64907,N,Insufficient Funds
32,103,Mary Jane,271,Chopping Board,Home & Kitchen,Card,26,2673,2021-07-02 19:08:43,Australia,Brisbane,www.amazon.com,35976,N,Insufficient Funds
33,136,Joe Smith,294,Oven Mitts,Home & Kitchen,UPI,10,7938,2021-01-17 16:23:35,UK,Manchester,www.flipkart.com,12429,Y,
34,172,Mary Jane,300,Hats,Clothing,Invalid,11,3596,2021-05-22 21:34:59,USA,Chicago,www.flipkart.com,76549,Y,
35,152,John Smith,204,Graphic Novels,Books,Card,11,4175,2021-11-24 18:19:02,UK,Manchester,www.tatacliq.com,45664,Y,
36,141,Neo,208,Hoodies,Clothing,Card,25,1534,2021-06-24 04:39:12,USA,New York,www.ebay.in,31424,Y,
37,161,Mary Jane,224,Young Adult,Books,Internet Banking,20,2485,2021-09-06 21:32:30,Germany,Hamburg,www.amazon.com,13767,Y,
38,157,Joe Smith,277,File Folder,Stationery,Wallet,34,7246,2021-01-10 10:41:02,UK,Oxford,www.flipkart.com,78013,Y,
39,171,Trinity,212,Cutlery,Home & Kitchen,Card,33,347,2021-02-17 04:19:57,UK,Oxford,www.amazon.com,10406,N,Insufficient Funds
40,197,Joe Smith,230,Textbooks,Books,UPI,50,4477,2021-02-07 21:48:35,Australia,Melbourne,www.ebay.in,54371,Y,
41,176,Joe Smith,250,USB Flash Drive,Electronics,Internet Banking,40,3620,2021-03-03 00:28:48,India,Mumbai,www.amazon.com,71448,N,Timeout
42,137,Trinity,254,Highlighters,Stationery,UPI,11,3236,2021-04-25 02:37:03,Germany,Hamburg,www.flipkart.com,31338,Y,
43,114,Neo,281,Measuring Cups,Home & Kitchen,Internet Banking,33,6605,2021-03-06 16:33:34,India,Indore,www.flipkart.com,49445,N,Invalid CVV
44,193,Mary Jane,229,Historical Fiction,Books,UPI,9,5553,2021-03-28 22:48:11,UK,London,www.ebay.in,82397,Y,
45,125,Mary Jane,294,Fiction,Books,UPI,15,4452,2021-09-08 17:03:29,USA,Chicago,www.flipkart.com,36616,Y,
46,105,Neo,220,Classics,Books,Card,11,7740,2021-07-08 21:12:57,Germany,Munich,www.tatacliq.com,55532,N,Invalid CVV
47,195,Neo,255,Food Storage Containers,Home & Kitchen,Card,22,9653,2021-04-24 22:05:30,Australia,Melbourne,www.ebay.in,75109,N,Insufficient Funds
48,183,John Smith,239,Coats,Clothing,UPI,46,4829,2021-08-30 05:59:11,Germany,Hamburg,www.tatacliq.com,73411,Y,
49,194,Trinity,212,Jeans,Clothing,UPI,30,9855,2021-07-04 19:33:54,Australia,Brisbane,www.flipkart.com,75267,N,Timeout
50,160,Trinity,283,Memoir,Books,Wallet,38,2383,2021-11-09 01:44:02,USA,Boston,www.flipkart.com,47816,N,Insufficient Funds
51,165,Mary Jane,281,Fitness Tracker,Electronics,UPI,39,1862,2021-01-27 11:47:01,Australia,Sydney,www.ebay.in,74102,N,Insufficient Funds
52,151,John Smith,298,Spatulas,Home & Kitchen,Internet Banking,27,7416,2021-01-12 17:45:03,India,Mumbai,www.amazon.com,44849,Y,
53,106,Neo,232,Monitor,Electronics,Card,41,5077,2021-09-01 16:13:30,USA,Chicago,www.amazon.com,67633,Y,
54,148,John Smith,279,Hoodies,Clothing,Wallet,21,26,2021-12-06 21:21:16,Australia,Brisbane,www.amazon.com,91665,N,Invalid CVV
55,180,Mary Jane,240,Pressure Cooker,Home & Kitchen,Internet Banking,35,2650,2021-11-02 12:41:13,Germany,Hamburg,www.amazon.com,96835,Y,
56,147,Trinity,283,Hoodies,Clothing,Internet Banking,4,958,2021-06-17 07:39:31,Australia,Sydney,www.tatacliq.com,76353,Y,
57,166,Neo,248,Paper Cutter,Stationery,Card,13,3357,2021-09-25 11:43:16,Germany,Munich,www.amazon.com,56106,N,Insufficient Funds
58,100,Joe Smith,210,Pressure Cooker,Home & Kitchen,Wallet,12,1639,2021-01-30 15:09:42,Australia,Sydney,www.tatacliq.com,74301,Y,
59,165,Trinity,249,Highlighters,Stationery,Wallet,37,883,2021-11-21 01:20:38,India,Mumbai,www.flipkart.com,26385,N,Invalid CVV
60,188,Neo,236,Whiteboard Markers,Stationery,Card,8,9608,2021-05-30 02:48:15,Australia,Melbourne,www.flipkart.com,11525,N,Timeout
61,123,Mary Jane,239,Jackets,Clothing,Internet Banking,26,4566,2021-11-04 23:25:30,Germany,Hamburg,www.flipkart.com,92716,N,Insufficient Funds
62,197,Trinity,232,Socks,Clothing,Wallet,44,8132,2021-01-02 02:22:33,Germany,Hamburg,www.amazon.com,83824,N,Insufficient Funds
63,101,Mary Jane,299,Chopping Board,Home & Kitchen,Wallet,10,370,2021-07-12 18:40:28,Australia,Melbourne,www.amazon.com,14721,N,Invalid CVV
64,108,Mary Jane,257,Dish Rack,Home & Kitchen,Wallet,36,2378,2021-07-03 04:05:32,Germany,Hamburg,www.flipkart.com,39044,N,Timeout
65,200,John Smith,214,Pressure Cooker,Home & Kitchen,UPI,22,5847,2021-07-07 09:30:49,UK,London,www.tatacliq.com,83510,N,Timeout
66,174,Trinity,242,Dresses,Clothing,UPI,38,3955,2021-06-04 11:11:10,Germany,Hamburg,www.tatacliq.com,23457,N,Timeout
67,106,Joe Smith,253,Paper Clips,Stationery,Internet Banking,37,8536,2021-08-18 15:32:32,Germany,Hamburg,www.flipkart.com,35251,N,Invalid CVV
68,167,,259,Projector,Electronics,Card,7,5700,2021-01-04 01:44:37,UK,London,www.amazon.com,35806,N,Insufficient Funds
69,107,John Smith,226,Sticky Notes,Stationery,Card,28,5956,2021-08-03 16:48:31,India,Indore,www.flipkart.com,22855,N,Insufficient Funds
70,119,Trinity,210,Sticky Notes,Stationery,UPI,28,8024,2021-05-16 17:30:51,USA,Boston,www.ebay.in,81912,Y,
71,179,John Smith,228,Scissors,Stationery,Card,26,8150,2021-07-04 17:16:37,UK,Oxford,www.ebay.in,79752,Y,
72,174,Joe Smith,276,Calculator,Stationery,Wallet,50,2088,2021-04-26 17:04:07,UK,London,www.tatacliq.com,85517,N,Insufficient Funds
73,131,John Smith,254,External Hard Drive,Electronics,Internet Banking,2,5293,2021-05-12 16:05:41,Australia,Melbourne,www.flipkart.com,72194,Y,
74,192,,268,Mugs,Home & Kitchen,Internet Banking,27,3999,2021-08-13 18:17:15,Germany,Berlin,www.ebay.in,31018,Y,
75,108,Neo,220,Jeans,Clothing,Internet Banking,38,4902,2021-06-26 13:50:14,India,Indore,www.tatacliq.com,64044,N,Timeout
76,136,Neo,224,Fitness Tracker,Electronics,UPI,4,216,2021-03-07 06:05:44,USA,Boston,www.amazon.com,87166,Y,
77,187,Neo,229,Hats,Clothing,Wallet,49,7854,2021-06-17 11:38:46,UK,London,www.tatacliq.com,77911,Y,
78,188,Neo,293,Fitness Tracker,Electronics,Card,13,7875,2021-10-08 03:07:11,Germany,Berlin,www.amazon.com,60236,N,Timeout
79,167,Joe Smith,244,Paper Cutter,Stationery,Wallet,14,9785,2021-03-15 12:03:28,India,Mumbai,www.flipkart.com,44353,Y,
80,161,Mary Jane,269,Stapler,Stationery,UPI,4,2142,2021-03-29 06:16:50,UK,Oxford,www.amazon.com,14710,N,Insufficient Funds
81,198,Neo,234,File Folder,Stationery,Internet Banking,1,2530,2021-05-08 23:28:37,USA,New York,www.tatacliq.com,46459,Y,
82,110,John Smith,231,Shoes,Clothing,Card,33,902,2021-06-19 10:28:50,Australia,Melbourne,www.amazon.com,87290,N,Timeout
83,171,John Smith,285,Young Adult,Books,UPI,27,5796,2021-12-23 05:28:35,Australia,Sydney,www.flipkart.com,46340,N,Invalid CVV
84,184,Neo,287,Mugs,Home & Kitchen,Card,18,9778,2021-07-21 07:41:40,India,Mumbai,www.amazon.com,77193,Y,
85,117,Mary Jane,248,Self-Help,Books,UPI,12,5943,2021-04-06 23:11:14,India,Bengaluru,www.amazon.com,29945,N,Invalid CVV
86,178,Joe Smith,214,File Folder,Stationery,UPI,6,3250,2021-10-06 07:05:52,USA,Chicago,www.tatacliq.com,13987,N,Timeout
87,101,Mary Jane,282,Mugs,Home & Kitchen,Card,31,1992,2021-11-17 13:54:42,Germany,Hamburg,www.ebay.in,80541,Y,
88,123,John Smith,296,Socks,Clothing,Internet Banking,45,693,2021-10-10 21:00:39,India,Mumbai,www.amazon.com,25425,N,Insufficient Funds
89,157,Neo,296,Toaster,Home & Kitchen,Card,34,8280,2021-11-30 00:15:13,Australia,Brisbane,www.amazon.com,97019,N,Insufficient Funds
90,178,Joe Smith,204,Food Storage Containers,Home & Kitchen,Wallet,16,846,2021-08-02 21:38:03,Germany,Munich,www.ebay.in,79601,N,Invalid CVV
91,189,John Smith,215,Oven Mitts,Home & Kitchen,Internet Banking,8,2722,2021-06-28 11:04:53,UK,Manchester,www.ebay.in,98189,N,Timeout
92,112,Mary Jane,215,Pens,Stationery,Wallet,15,8897,2021-08-08 00:30:39,USA,Boston,www.tatacliq.com,72438,N,Insufficient Funds
93,106,Joe Smith,236,Stapler,Stationery,Internet Banking,43,7006,2021-03-07 11:29:25,UK,London,www.tatacliq.com,21286,Y,
94,197,Neo,283,Fantasy,Books,Internet Banking,30,758,2021-06-22 06:26:03,Australia,Melbourne,www.ebay.in,17800,N,Timeout
95,175,Mary Jane,291,Paper Clips,Stationery,Wallet,18,1540,2021-01-13 06:30:59,India,Bengaluru,www.tatacliq.com,96717,Y,
96,181,Trinity,288,VR Headset,Electronics,Wallet,46,7182,2021-04-16 18:48:46,Germany,Hamburg,www.ebay.in,36873,Y,
97,117,Joe Smith,287,Toaster,Home & Kitchen,Internet Banking,14,6547,2021-03-12 02:03:09,UK,Oxford,www.tatacliq.com,19406,Y,
98,105,Neo,243,Ruler,Stationery,Wallet,32,7612,2021-10-30 01:55:24,USA,Boston,www.tatacliq.com,85766,N,Invalid CVV
99,154,Joe Smith,244,Travel Books,Books,Internet Banking,12,5513,2021-06-28 05:25:52,Australia,Sydney,www.flipkart.com,92814,N,Timeout
100,162,John Smith,215,Cookware,Home & Kitchen,Internet Banking,38,8657,2021-09-27 19:09:32,USA,Boston,www.flipkart.com,55691,Y,
101,159,Mary Jane,257,Sportswear,Clothing,Internet Banking,8,59,2021-08-26 13:20:19,Australia,Melbourne,www.ebay.in,55957,N,Timeout
102,196,Joe Smith,285,Paper Clips,Stationery,Card,3,8668,2021-07-17 10:07:24,Australia,Brisbane,www.flipkart.com,23786,Y,
103,159,Joe Smith,233,Bluetooth Earbuds,Electronics,Card,49,2360,2021-02-22 12:53:02,UK,Oxford,www.amazon.com,71324,N,Timeout
104,196,Mary Jane,276,Measuring Cups,Home & Kitchen,Wallet,49,385,2021-08-24 10:59:34,Germany,Munich,www.amazon.com,41921,Y,
105,105,John Smith,228,Toaster,Home & Kitchen,Card,4,4915,2021-09-03 21:59:42,Australia,Melbourne,www.amazon.com,36212,Y,
106,120,Trinity,228,T-Shirts,Clothing,UPI,1,9232,2021-09-27 06:52:07,India,Indore,www.tatacliq.com,55976,N,Invalid CVV
107,132,Neo,244,Paper Clips,Stationery,UPI,34,4332,2021-01-07 10:35:19,Australia,Melbourne,www.amazon.com,78569,Y,
108,169,Mary Jane,204,Wireless Router,Electronics,UPI,36,8180,2021-08-18 19:33:16,Australia,Melbourne,www.ebay.in,12846,Y,
109,111,Joe Smith,244,Monitor,Electronics,Card,49,3003,2021-07-07 10:09:53,UK,Oxford,www.amazon.com,84254,Y,
110,106,John Smith,216,File Folder,Stationery,Wallet,40,5094,2021-09-04 02:16:39,India,Indore,www.flipkart.com,11729,Y,
111,168,Joe Smith,226,Ruler,Stationery,Wallet,12,2576,2021-06-27 13:32:51,USA,Chicago,www.ebay.in,16855,N,Invalid CVV
112,167,Neo,208,Smartwatch,Electronics,UPI,4,7179,2021-07-04 08:50:25,Germany,Berlin,www.amazon.com,68102,N,Timeout
113,173,Mary Jane,243,Whiteboard Markers,Stationery,Internet Banking,8,9896,2021-01-08 14:33:28,UK,Manchester,www.flipkart.com,20248,N,Invalid CVV
114,183,John Smith,280,Glasses,Home & Kitchen,Invalid,49,3282,2021-07-24 13:02:52,India,Indore,www.flipkart.com,88579,N,Invalid CVV
115,141,John Smith,274,Jeans,Clothing,Wallet,25,5956,2021-03-06 21:11:49,UK,Oxford,www.tatacliq.com,72393,Y,
116,176,Joe Smith,253,Spatulas,Home & Kitchen,Wallet,23,9147,2021-09-21 01:37:06,UK,Manchester,www.tatacliq.com,32079,N,Invalid CVV
117,101,Mary Jane,214,Scissors,Stationery,Card,6,2650,2021-12-03 07:15:39,USA,Chicago,www.amazon.com,20356,N,Insufficient Funds
118,193,Trinity,276,Biography,Books,Internet Banking,8,1441,2021-03-25 17:05:39,India,Indore,www.ebay.in,77794,Y,
119,134,Trinity,293,Kitchen Towels,Home & Kitchen,UPI,30,6826,2021-07-25 09:42:46,Germany,Hamburg,www.flipkart.com,58060,Y,
120,139,Trinity,249,Measuring Cups,Home & Kitchen,Wallet,44,2070,2021-01-07 12:35:50,UK,London,www.ebay.in,10869,Y,
121,181,Neo,286,Travel Books,Books,Wallet,5,4515,2021-08-16 21:45:21,UK,London,www.flipkart.com,39128,Y,
122,179,John Smith,242,T-Shirts,Clothing,Wallet,21,362,2021-05-09 11:34:02,Germany,Munich,www.tatacliq.com,93708,N,Insufficient Funds
123,159,Mary Jane,284,Fitness Tracker,Electronics,UPI,33,1523,2021-10-10 21:01:51,UK,London,www.tatacliq.com,47984,Y,
124,143,Neo,243,Fantasy,Books,Internet Banking,42,5236,2021-05-15 13:48:29,Germany,Munich,www.flipkart.com,20444,Y,
125,108,Joe Smith,262,Cookware,Home & Kitchen,Wallet,41,9836,2021-04-28 20:47:36,Australia,Brisbane,www.ebay.in,86710,N,Timeout
126,155,John Smith,201,Whiteboard Markers,Stationery,Card,28,8170,2021-08-30 11:25:54,USA,Chicago,www.ebay.in,56904,N,Timeout
127,154,Trinity,275,Fitness Tracker,Electronics,Card,50,8844,2021-03-25 03:27:21,Australia,Sydney,www.ebay.in,35934,Y,
128,118,John Smith,217,Shorts,Clothing,Wallet,18,7753,2021-03-16 19:35:45,Australia,Sydney,www.amazon.com,33997,Y,
129,122,Trinity,252,Sportswear,Clothing,UPI,17,9283,2021-01-01 03:31:45,India,Indore,www.flipkart.com,40946,Y,
130,175,Joe Smith,287,Skirts,Clothing,Card,21,470045,2021-08-17 22:26:05,USA,Boston,www.flipkart.com,83433,Y,
131,173,Joe Smith,210,Scissors,Stationery,Card,31,9908,2021-02-25 12:09:17,Germany,Hamburg,www.ebay.in,19016,Y,
132,195,Mary Jane,233,Whiteboard Markers,Stationery,Internet Banking,14,6030,2021-05-14 19:42:05,Australia,Melbourne,www.flipkart.com,95251,N,Insufficient Funds
133,120,Neo,249,Coffee Maker,Home & Kitchen,Internet Banking,28,201,2021-07-21 04:52:32,USA,Boston,www.flipkart.com,11720,Y,
134,139,Trinity,228,Wireless Router,Electronics,Card,10,6937,2021-01-17 20:18:24,UK,London,www.ebay.in,69756,N,Insufficient Funds
135,117,John Smith,254,Fitness Tracker,Electronics,Wallet,16,799,2021-08-05 11:34:50,Australia,Brisbane,www.tatacliq.com,43132,N,Timeout
136,139,Joe Smith,207,Eraser,Stationery,Invalid,30,3035,2021-02-26 06:48:01,USA,Boston,www.amazon.com,29042,N,Insufficient Funds
137,146,Mary Jane,252,Smartphone,Electronics,Card,31,3243,2021-02-12 00:43:40,USA,Chicago,www.amazon.com,17621,N,Timeout
138,150,John Smith,202,Calculator,Stationery,Card,14,7908,2021-04-13 01:06:05,India,Mumbai,www.ebay.in,65533,N,Invalid CVV
139,122,Mary Jane,254,Suits,Clothing,Internet Banking,39,480,2021-06-29 14:19:35,Germany,Berlin,www.tatacliq.com,89739,N,Timeout
140,111,Joe Smith,242,Glasses,Home & Kitchen,Internet Banking,49,545,2021-08-20 06:15:15,USA,Chicago,www.flipkart.com,26085,N,Timeout
141,123,John Smith,262,Toaster,Home & Kitchen,Internet Banking,48,6219,2021-08-26 15:43:48,Germany,Munich,www.amazon.com,42625,N,Invalid CVV
142,199,John Smith,298,Classics,Books,UPI,41,336055,2021-01-22 13:04:54,UK,Oxford,www.ebay.in,92685,Y,
143,101,Trinity,249,Skirts,Clothing,Card,34,537,2021-10-26 17:38:21,UK,Oxford,www.flipkart.com,16204,Y,
144,195,John Smith,253,Scissors,Stationery,Card,35,3377,2021-01-27 21:05:47,UK,Manchester,www.flipkart.com,77152,Y,
145,169,John Smith,257,Kitchen Towels,Home & Kitchen,UPI,42,5615,2021-01-15 21:10:04,Germany,Berlin,www.amazon.com,50242,Y,
146,189,Trinity,252,Blender,Home & Kitchen,Wallet,5,2604,2021-03-10 02:42:59,UK,Oxford,www.amazon.com,40866,N,Insufficient Funds
147,162,Neo,271,Oven Mitts,Home & Kitchen,Wallet,50,9898,2021-12-28 17:43:30,Germany,Berlin,www.ebay.in,29380,Y,
148,154,Joe Smith,275,Tablet,Electronics,Card,11,6889,2021-06-23 18:23:55,India,Indore,www.tatacliq.com,24658,Y,
149,114,Joe Smith,276,Markers,Stationery,Wallet,20,9214,2021-09-15 02:22:17,Germany,Hamburg,www.amazon.com,34656,Y,
150,181,Trinity,287,Projector,Electronics,Internet Banking,28,4498,2021-08-22 13:03:34,Germany,Hamburg,www.tatacliq.com,70874,N,Invalid CVV
151,132,Joe Smith,278,Laptop,Electronics,Wallet,47,4173,2021-06-12 16:24:43,USA,New York,www.flipkart.com,46451,Y,
152,153,John Smith,244,Smart TV,Electronics,Card,35,6917,2021-01-09 19:52:23,USA,Chicago,www.flipkart.com,36247,N,Invalid CVV
153,194,Mary Jane,277,Scarves,Clothing,Card,5,5440,2021-07-24 03:53:28,India,Bengaluru,www.amazon.com,45080,Y,
154,142,,218,Jeans,Clothing,UPI,30,8577,2021-01-24 05:41:29,India,Bengaluru,www.ebay.in,82471,N,Timeout
155,143,John Smith,218,Whiteboard Markers,Stationery,Wallet,23,640,2021-09-08 06:38:56,USA,Chicago,www.amazon.com,49988,N,Timeout
156,122,Joe Smith,234,Mixing Bowls,Home & Kitchen,UPI,12,3034,2021-03-24 20:12:39,Germany,Berlin,www.flipkart.com,12502,Y,
157,186,Trinity,251,Poetry,Books,UPI,38,8908,2021-05-03 13:05:57,USA,New York,www.amazon.com,45590,Y,
158,134,Neo,271,Cookware,Home & Kitchen,Wallet,36,514754,2021-01-26 14:20:25,UK,Oxford,www.flipkart.com,26411,N,Timeout
159,156,Joe Smith,231,Kitchen Scale,Home & Kitchen,UPI,5,8393,2021-07-02 08:12:05,India,Mumbai,www.flipkart.com,61882,Y,
160,104,Trinity,288,Food Storage Containers,Home & Kitchen,Card,14,6045,2021-06-20 22:59:10,Germany,Munich,www.flipkart.com,41100,N,Invalid CVV
161,197,John Smith,248,Travel Books,Books,Wallet,50,6255,2021-05-01 22:50:52,UK,London,www.tatacliq.com,80651,N,Timeout
162,106,John Smith,234,Camera,Electronics,UPI,21,9555,2021-02-13 04:17:57,Germany,Munich,www.flipkart.com,52063,N,Timeout
163,178,John Smith,215,Portable Charger,Electronics,Wallet,27,6957,2021-08-25 18:52:10,UK,Oxford,www.amazon.com,34295,Y,
164,179,Joe Smith,267,Scarves,Clothing,Wallet,43,6983,2021-06-18 23:07:27,USA,Boston,www.amazon.com,16395,N,Insufficient Funds
165,145,,244,Dresses,Clothing,Internet Banking,50,9442,2021-12-10 11:21:45,USA,New York,www.tatacliq.com,97192,Y,
166,159,Mary Jane,209,Young Adult,Books,Internet Banking,6,4152,2021-04-11 16:15:17,India,Mumbai,www.flipkart.com,57842,N,Timeout
167,157,John Smith,253,Binder,Stationery,Wallet,39,8701,2021-04-08 03:36:52,Australia,Sydney,www.flipkart.com,59749,Y,
168,190,Neo,200,Measuring Cups,Home & Kitchen,Wallet,27,4642,2021-05-27 16:12:38,Australia,Brisbane,www.amazon.com,30985,Y,
169,154,Trinity,210,Coats,Clothing,Internet Banking,14,2502,2021-05-19 02:19:31,Germany,Berlin,www.flipkart.com,25427,Y,
170,117,Trinity,228,Underwear,Clothing,UPI,10,3496,2021-02-09 13:30:09,Germany,Hamburg,www.ebay.in,20164,Y,
171,138,Joe Smith,262,Scarves,Clothing,UPI,1,2201,2021-12-23 18:47:10,Australia,Melbourne,www.amazon.com,25476,Y,
172,129,Joe Smith,262,Scarves,Clothing,Card,46,4973,2021-02-15 20:39:58,Germany,Berlin,www.ebay.in,34895,Y,
173,110,Mary Jane,252,Scarves,Clothing,Card,4,6030,2021-03-13 20:56:08,Germany,Munich,www.ebay.in,40813,N,Timeout
174,194,Mary Jane,209,Blender,Home & Kitchen,UPI,28,1397,2021-11-07 22:04:27,India,Indore,www.tatacliq.com,97857,N,Timeout
175,106,Trinity,227,Pencil Sharpener,Stationery,UPI,3,4296,2021-01-28 04:18:00,India,Mumbai,www.amazon.com,15632,N,Insufficient Funds
176,120,Trinity,292,Paper Clips,Stationery,UPI,18,7506,2021-04-09 10:07:33,UK,Manchester,www.tatacliq.com,10469,N,Invalid CVV
177,183,Mary Jane,203,Coffee Maker,Home & Kitchen,Internet Banking,39,8524,2021-01-11 03:00:18,India,Bengaluru,www.ebay.in,60024,N,Invalid CVV
178,165,Trinity,253,Hats,Clothing,Wallet,25,7665,2021-01-04 12:37:55,UK,Oxford,www.flipkart.com,54552,Y,
179,137,Mary Jane,203,Sticky Notes,Stationery,Wallet,44,4734,2021-05-25 20:41:49,Germany,Hamburg,www.ebay.in,22852,N,Insufficient Funds
180,117,Neo,240,Young Adult,Books,Invalid,40,8504,2021-04-05 13:54:38,Australia,Sydney,www.flipkart.com,37435,Y,
181,143,Joe Smith,245,Fiction,Books,Internet Banking,12,2487,2021-04-28 22:20:04,Australia,Melbourne,www.flipkart.com,39701,Y,
182,102,John Smith,226,Kitchen Scale,Home & Kitchen,Invalid,24,427,2021-08-23 17:18:20,USA,Boston,www.ebay.in,44416,N,Timeout
183,108,,283,Cookware,Home & Kitchen,Wallet,44,4131,2021-11-06 14:50:17,USA,Chicago,www.flipkart.com,36203,Y,
184,104,Neo,295,Coats,Clothing,UPI,34,7352,2021-12-21 21:21:23,Australia,Melbourne,www.amazon.com,44317,N,Insufficient Funds
185,119,Trinity,217,Nightwear,Clothing,UPI,34,921522,2021-10-14 10:36:18,India,Bengaluru,www.amazon.com,58053,Y,
186,141,Mary Jane,230,Home Theater System,Electronics,Card,46,3066,2021-01-12 14:25:59,USA,Chicago,www.flipkart.com,35533,N,Insufficient Funds
187,107,Neo,275,Glasses,Home & Kitchen,Wallet,24,6171,2021-06-15 07:26:41,India,Bengaluru,www.tatacliq.com,27999,Y,
188,180,Neo,299,File Folder,Stationery,Internet Banking,9,2734,2021-05-21 12:31:03,India,Indore,www.ebay.in,72949,N,Insufficient Funds
189,107,John Smith,268,Socks,Clothing,Card,6,3755,2021-04-21 05:20:24,UK,Manchester,www.amazon.com,90580,N,Insufficient Funds
190,164,Mary Jane,296,Jeans,Clothing,Wallet,40,3011,2021-10-15 05:49:48,UK,London,www.ebay.in,98289,Y,
